,mean,var,cv2,poisson_dist,O,O_real,O_pred
0610005C13Rik,0.0027223230490018148,0.008159558104222319,1101.0000000000002,2.997277676950999,0.0009074410163339383,0.0009074410163339383,0.0027169303478739026
0610007P14Rik,0.0499092558983666,0.05649273223737735,22.679338842975213,1.1319089259198154,0.04627949183303085,0.04627949183303085,0.0481558287290087
0610009B22Rik,0.0426497277676951,0.04264561052170447,23.44454504300588,0.9999034637216665,0.041742286751361164,0.041742286751361164,0.041362831514766274
0610009L18Rik,0.008166969147005444,0.008100269761957305,121.44444444444446,0.9918330308529946,0.008166969147005444,0.008166969147005444,0.008118622851016277
0610009O20Rik,0.043557168784029036,0.04528970589688439,23.87152777777778,1.0397761645493042,0.041742286751361164,0.041742286751361164,0.042215774283814844
0610010F05Rik,0.0054446460980036296,0.005415001926871123,182.66666666666666,0.9945553539019962,0.0054446460980036296,0.0054446460980036296,0.005423117154310653
0610010K14Rik,0.003629764065335753,0.003616588878165751,274.50000000000006,0.9963702359346644,0.003629764065335753,0.003629764065335753,0.0036201832506251863
0610012G03Rik,0.1397459165154265,0.1855527485087335,9.501433631303758,1.3277865510170408,0.11343012704174228,0.11343012704174228,0.12680333965691504
0610030E20Rik,0.05263157894736842,0.0534912599102111,19.310344827586206,1.0163339382940109,0.050816696914700546,0.050816696914700546,0.05068531578303603
0610037L13Rik,0.04083484573502722,0.040982243141491626,24.577283950617282,1.0036095987094171,0.039927404718693285,0.039927404718693285,0.039653652629311864
0610038B21Rik,0.0009074410163339383,0.0009066175671358132,1101.0000000000002,0.9990925589836662,0.0009074410163339383,0.0009074410163339383,0.0009068410496417822
0610039K10Rik,0.0018148820326678765,0.0018115882358753761,550.0000000000001,0.9981851179673323,0.0018148820326678765,0.0018148820326678765,0.0018124837222484036
0610040B10Rik,0.0054446460980036296,0.005415001926871122,182.66666666666666,0.9945553539019962,0.0054446460980036296,0.0054446460980036296,0.005423117154310653
1110002E22Rik,0.0027223230490018148,0.002714912006218688,366.33333333333337,0.9972776769509982,0.0027223230490018148,0.0027223230490018148,0.0027169303478739026
1110002L01Rik,0.0009074410163339383,0.0009066175671358134,1101.0000000000005,0.9990925589836664,0.0009074410163339383,0.0009074410163339383,0.0009068410496417822
1110003F10Rik,0.0018148820326678765,0.0018115882358753763,550.0000000000002,0.9981851179673324,0.0018148820326678765,0.0018148820326678765,0.0018124837222484036
1110004E09Rik,0.03720508166969147,0.044895273730982434,32.433670434265316,1.2066973573546986,0.032667876588021776,0.032667876588021776,0.03622206306812947
1110004F10Rik,0.15245009074410162,0.2018043418829319,8.68310657596372,1.3237403854463747,0.12431941923774954,0.12431941923774954,0.13717376846351836
1110006O24Rik,0.0027223230490018148,0.002714912006218688,366.33333333333337,0.9972776769509982,0.0027223230490018148,0.0027223230490018148,0.0027169303478739026
1110008F13Rik,0.34210526315789475,0.4718932085203936,4.032034278718629,1.3793801479826888,0.24954627949183303,0.24954627949183303,0.27356849253777016
1110008L16Rik,0.009074410163339383,0.008992065243526866,109.19999999999999,0.9909255898366606,0.009074410163339383,0.009074410163339383,0.009014761892009227
1110008P14Rik,0.09346642468239565,0.10287927246616446,11.776510509944385,1.1007083325991576,0.08439201451905626,0.08439201451905626,0.08749680693004847
1110012L19Rik,0.020871143375680582,0.020435538749872362,46.91304347826085,0.9791288566243191,0.020871143375680582,0.020871143375680582,0.02055822921231576
1110017D15Rik,0.0009074410163339383,0.0009066175671358134,1101.0000000000005,0.9990925589836664,0.0009074410163339383,0.0009074410163339383,0.0009068410496417822
1110019D14Rik,0.003629764065335753,0.00361658887816575,274.5,0.9963702359346642,0.003629764065335753,0.003629764065335753,0.0036201832506251863
1110020A21Rik,0.008166969147005444,0.008100269761957306,121.44444444444447,0.9918330308529947,0.008166969147005444,0.008166969147005444,0.008118622851016277
1110025M09Rik,0.0009074410163339383,0.0009066175671358133,1101.0000000000005,0.9990925589836664,0.0009074410163339383,0.0009074410163339383,0.0009068410496417822
1110028F11Rik,0.0009074410163339383,0.0009066175671358133,1101.0000000000005,0.9990925589836664,0.0009074410163339383,0.0009074410163339383,0.0009068410496417822
1110032A03Rik,0.025408348457350273,0.02839252835135589,43.979591836734684,1.1174487943997924,0.023593466424682397,0.023593466424682397,0.024946076094266467
1110034G24Rik,0.016333938294010888,0.016067140753818335,60.222222222222236,0.9836660617059892,0.016333938294010888,0.016333938294010888,0.01614167048590931
1110035H17Rik,0.0018148820326678765,0.0018115882358753761,550.0000000000001,0.9981851179673323,0.0018148820326678765,0.0018148820326678765,0.0018124837222484036
1110037F02Rik,0.018148820326678767,0.017819440647428696,54.099999999999994,0.9818511796733211,0.018148820326678767,0.018148820326678767,0.017911757079758894
1110038B12Rik,0.07078039927404718,0.10388305703867903,20.735700197238657,1.467681139187491,0.056261343012704176,0.056261343012704176,0.06730401430503596
1110038F14Rik,0.056261343012704176,0.06035553242578253,19.06763787721124,1.072770915051812,0.05263157894736842,0.05263157894736842,0.05404293073115907
1110046J04Rik,0.0018148820326678765,0.0018115882358753761,550.0000000000001,0.9981851179673323,0.0018148820326678765,0.0018148820326678765,0.0018124837222484036
1110051M20Rik,0.0054446460980036296,0.005415001926871123,182.66666666666666,0.9945553539019962,0.0054446460980036296,0.0054446460980036296,0.005423117154310653
1110059E24Rik,0.036297640653357534,0.04042476803436088,30.68249999999999,1.1137023593466422,0.034482758620689655,0.034482758620689655,0.03536139682680295
1110059G10Rik,0.03539019963702359,0.034137733406675204,27.25641025641026,0.9646098003629764,0.03539019963702359,0.03539019963702359,0.03449961883148811
