,abundance
ENSMUSG00000021868,8.737924731233115e-06
ENSMUSG00000021870,4.680067487719838e-05
ENSMUSG00000021871,3.131296457906049e-06
ENSMUSG00000021872,1.6936768092825768e-06
ENSMUSG00000021874,4.5778023229591144e-08
ENSMUSG00000021876,0.00027147756980188244
ENSMUSG00000021877,0.0003794575683905436
ENSMUSG00000021879,9.757476704301387e-08
ENSMUSG00000021880,1.722237679305394e-07
ENSMUSG00000021884,1.511574922760411e-08
ENSMUSG00000021886,8.160014055016983e-07
ENSMUSG00000021890,5.130262740353692e-05
ENSMUSG00000021891,1.7575548768179654e-05
ENSMUSG00000021892,2.355281747134894e-05
ENSMUSG00000021893,3.4988125126913094e-05
ENSMUSG00000021895,1.0371324902997306e-05
ENSMUSG00000021898,4.6635298735437166e-08
ENSMUSG00000021900,1.773263637435571e-05
ENSMUSG00000021901,2.8195731471567677e-05
ENSMUSG00000021902,3.959981744328951e-06
ENSMUSG00000021903,1.0216574152893975e-07
ENSMUSG00000021904,5.279257018572084e-07
ENSMUSG00000021905,0.00013394159178332598
ENSMUSG00000021906,1.6788720374940563e-05
ENSMUSG00000021908,3.976435642349162e-06
ENSMUSG00000021910,0.00010161292764182607
ENSMUSG00000021911,1.6259460418532762e-05
ENSMUSG00000021913,6.021100815876362e-06
ENSMUSG00000021916,2.8663459688832674e-05
ENSMUSG00000021917,0.0006441885875173807
ENSMUSG00000021918,1.4675900630795984e-05
ENSMUSG00000021922,9.192702560603397e-09
ENSMUSG00000021927,5.510947963805576e-07
ENSMUSG00000021928,3.25078452820577e-05
ENSMUSG00000021929,5.4963795468248545e-05
ENSMUSG00000021930,3.7040652917977216e-05
ENSMUSG00000021932,4.890051518881663e-05
ENSMUSG00000021933,5.206797839129272e-08
ENSMUSG00000021936,1.0278172669375826e-05
ENSMUSG00000021938,2.737745890285694e-05
ENSMUSG00000021939,0.0006210284071103099
ENSMUSG00000021943,7.05395584509249e-07
ENSMUSG00000021944,8.63015527741071e-08
ENSMUSG00000021945,3.240651304417103e-05
ENSMUSG00000021947,1.0200301549994992e-05
ENSMUSG00000021948,5.639502113351218e-05
ENSMUSG00000021950,0.000492309621482645
ENSMUSG00000021951,0.00012842055543579758
ENSMUSG00000021952,3.2235782437742356e-05
ENSMUSG00000021957,8.161296971176559e-05
ENSMUSG00000021958,3.7415010743492725e-05
ENSMUSG00000021961,7.035484641233925e-08
ENSMUSG00000021962,9.976186665683713e-06
ENSMUSG00000021963,0.0004997993297015549
ENSMUSG00000021965,9.99050749830996e-06
ENSMUSG00000021967,0.0002382960877432142
ENSMUSG00000021969,0.00012316370646218262
ENSMUSG00000021972,1.3805444178659735e-05
ENSMUSG00000021973,5.649456217823605e-05
ENSMUSG00000021974,1.4778146965064806e-06
ENSMUSG00000021975,1.0701793094668203e-05
ENSMUSG00000021978,6.016076859636767e-05
ENSMUSG00000021981,3.434430737790586e-05
ENSMUSG00000021982,1.9157010764006534e-05
ENSMUSG00000021983,5.176379467425595e-06
ENSMUSG00000021986,6.936293377193725e-08
ENSMUSG00000021987,4.9225719173344355e-05
ENSMUSG00000021990,4.860991027468664e-06
ENSMUSG00000021991,6.514662224535651e-08
ENSMUSG00000021993,1.0564337932874584e-05
ENSMUSG00000021994,5.631552469214332e-05
ENSMUSG00000021996,0.0011961556187871552
ENSMUSG00000021998,7.487539073282666e-06
ENSMUSG00000021999,9.780560699396941e-09
ENSMUSG00000022000,3.726794425896048e-05
ENSMUSG00000022003,2.1627972942522235e-05
ENSMUSG00000022008,3.1548186983508135e-05
ENSMUSG00000022009,2.0416896129645182e-05
ENSMUSG00000022010,0.0005693388998169945
ENSMUSG00000022012,2.584897850841056e-06
ENSMUSG00000022013,0.00011216424522633049
ENSMUSG00000022014,1.7730718719582335e-07
ENSMUSG00000022015,2.300476748137538e-06
ENSMUSG00000022016,5.3112901990372464e-05
ENSMUSG00000022018,3.906413682475196e-06
ENSMUSG00000022019,1.3425943782307369e-05
ENSMUSG00000022020,1.2742236284581398e-05
ENSMUSG00000022021,2.977983882282664e-05
ENSMUSG00000022022,1.1743032543557617e-05
ENSMUSG00000022023,7.861211844640805e-05
ENSMUSG00000022024,0.00019375094060808891
ENSMUSG00000022031,1.8324671863088028e-05
ENSMUSG00000022032,4.132744631846163e-07
ENSMUSG00000022033,5.0204462771720564e-05
ENSMUSG00000022034,1.1190886635960507e-05
ENSMUSG00000022035,6.922051693881562e-05
ENSMUSG00000022037,8.96450071751484e-06
ENSMUSG00000022039,3.968622501017748e-07
ENSMUSG00000022040,8.986947214123892e-07
ENSMUSG00000022041,7.732236738148337e-08
ENSMUSG00000022043,8.682333366060062e-05
ENSMUSG00000022044,1.2757811611239013e-07
ENSMUSG00000022048,0.00012669393945091497
ENSMUSG00000022051,9.632776083322666e-05
ENSMUSG00000022052,6.688176631351405e-05
ENSMUSG00000022053,1.8902427367051352e-06
ENSMUSG00000022054,1.8358692891090596e-05
ENSMUSG00000022055,1.4842029157469617e-06
ENSMUSG00000022057,7.466713784748312e-08
ENSMUSG00000022061,1.7791786318653632e-08
ENSMUSG00000022064,1.678997929836166e-05
ENSMUSG00000022066,1.2166609568680338e-06
ENSMUSG00000022070,1.414009260081793e-05
ENSMUSG00000022074,0.0001763086698986901
ENSMUSG00000022075,7.647410336012242e-06
ENSMUSG00000022076,3.4603165313083503e-07
ENSMUSG00000022089,3.595065630588635e-05
ENSMUSG00000022090,5.969529160816582e-05
ENSMUSG00000022091,1.7031093480093295e-05
ENSMUSG00000022092,6.723646858879238e-06
ENSMUSG00000022094,5.23366522531279e-05
ENSMUSG00000022095,8.064176672483866e-06
ENSMUSG00000022096,2.1855954105236755e-06
ENSMUSG00000022098,9.990902664301457e-05
ENSMUSG00000022099,1.8582412111177468e-06
ENSMUSG00000022100,7.5892536588028125e-06
ENSMUSG00000022101,9.675966280855001e-08
ENSMUSG00000022102,1.2742328634152876e-07
ENSMUSG00000022103,8.567000024121636e-07
ENSMUSG00000022105,8.611135666333163e-06
ENSMUSG00000022106,3.4995945631554e-05
ENSMUSG00000022108,0.0005211703152341624
ENSMUSG00000022109,4.879618634384176e-05
ENSMUSG00000022110,0.00012222465728617494
ENSMUSG00000022111,0.00018018191698492743
ENSMUSG00000022112,1.40798914158774e-08
ENSMUSG00000022114,3.347524680619101e-05
ENSMUSG00000022119,5.372821942686419e-05
ENSMUSG00000022120,1.1626637375221299e-05
ENSMUSG00000022122,4.770475032510664e-07
ENSMUSG00000022123,1.1061625019259285e-06
ENSMUSG00000022124,3.081049289388781e-05
ENSMUSG00000022125,7.221141385749278e-05
ENSMUSG00000022129,2.5661471183308565e-06
ENSMUSG00000022130,1.778199761498425e-05
ENSMUSG00000022131,3.110730409864498e-05
ENSMUSG00000022132,7.28838163269372e-08
ENSMUSG00000022136,0.000158308866611786
ENSMUSG00000022139,0.000209366461062386
ENSMUSG00000022141,5.188608188902221e-05
ENSMUSG00000022142,2.6434256712436158e-05
ENSMUSG00000022144,7.741304322034084e-06
ENSMUSG00000022146,4.947850630839722e-05
ENSMUSG00000022148,1.0799583084744983e-05
ENSMUSG00000022149,3.234591602405035e-08
ENSMUSG00000022150,3.8940307386714786e-05
ENSMUSG00000022151,3.165302890189702e-05
ENSMUSG00000022156,1.7470049925839173e-05
ENSMUSG00000022157,7.07938705065171e-05
ENSMUSG00000022159,5.240474200848521e-06
ENSMUSG00000022160,6.521150077770728e-05
ENSMUSG00000022174,0.0004117441044815204
ENSMUSG00000022175,4.4433020063726315e-05
ENSMUSG00000022176,2.954517925584456e-07
ENSMUSG00000022177,1.6883986902748448e-05
ENSMUSG00000022178,3.3354802762038903e-05
ENSMUSG00000022179,2.915171532974636e-06
ENSMUSG00000022180,3.098783996016265e-06
ENSMUSG00000022184,2.8379535141662585e-05
ENSMUSG00000022185,0.00011265361125043843
ENSMUSG00000022186,0.00013204881918315122
ENSMUSG00000022187,1.3378225306170719e-08
ENSMUSG00000022191,4.146672507058308e-05
ENSMUSG00000022193,0.00019370837994706232
ENSMUSG00000022195,1.2581609779448229e-05
ENSMUSG00000022197,6.189746913073225e-06
ENSMUSG00000022199,3.963874198732834e-06
ENSMUSG00000022200,5.146588708937624e-05
ENSMUSG00000022201,9.500953198662927e-05
ENSMUSG00000022203,1.8000135584066584e-06
ENSMUSG00000022204,6.25949532832414e-05
ENSMUSG00000022205,0.0003663245589776125
ENSMUSG00000022206,3.433759244072328e-05
ENSMUSG00000022208,8.045843045946133e-07
ENSMUSG00000022210,4.51651077343556e-05
ENSMUSG00000022211,2.3720288561847862e-07
ENSMUSG00000022214,1.184819856393088e-05
ENSMUSG00000022216,4.058907761086309e-05
ENSMUSG00000022217,1.1342854439989547e-05
ENSMUSG00000022218,6.854316859638872e-07
ENSMUSG00000022219,5.885439735919224e-07
ENSMUSG00000022220,2.523870972621516e-06
ENSMUSG00000022221,8.899636305874163e-05
ENSMUSG00000022223,1.1053903722445505e-05
ENSMUSG00000022225,1.2831875486358467e-07
ENSMUSG00000022226,3.4660840040812447e-08
ENSMUSG00000022228,1.3483959194002672e-05
ENSMUSG00000022229,3.3383576993080375e-07
ENSMUSG00000022231,6.181533994428629e-06
ENSMUSG00000022234,0.0003523207950239622
ENSMUSG00000022235,8.588973928448211e-07
ENSMUSG00000022236,4.451475831343923e-06
ENSMUSG00000022237,5.828004765882682e-07
ENSMUSG00000022240,1.1982850044519294e-06
ENSMUSG00000022241,0.00010771185652734291
ENSMUSG00000022243,4.121325594044368e-08
ENSMUSG00000022244,1.1649493915552102e-05
ENSMUSG00000022245,2.13911791889667e-08
ENSMUSG00000022246,3.8778123936819805e-05
ENSMUSG00000022247,0.00018498687739108952
ENSMUSG00000022248,2.3183555821801363e-05
ENSMUSG00000022249,2.0056743737111288e-08
ENSMUSG00000022253,8.773213620017958e-06
ENSMUSG00000022255,0.00012555230068497314
ENSMUSG00000022257,5.2304991226197496e-05
ENSMUSG00000022261,0.00015381959864157124
ENSMUSG00000022263,5.502906906125951e-05
ENSMUSG00000022265,9.53686834334537e-05
ENSMUSG00000022269,3.009052010787895e-07
ENSMUSG00000022270,1.1351181852438236e-05
ENSMUSG00000022272,0.00013992230148225906
ENSMUSG00000022280,2.60930684787323e-05
ENSMUSG00000022283,0.0009044063464291916
ENSMUSG00000022285,0.0005589067291682134
ENSMUSG00000022286,1.7478894566791418e-07
ENSMUSG00000022292,7.355344129053717e-05
ENSMUSG00000022295,5.1614217253167615e-05
ENSMUSG00000022296,7.547432960864853e-07
ENSMUSG00000022297,2.0765380669891157e-06
ENSMUSG00000022299,1.5015057187157124e-05
ENSMUSG00000022300,8.955603272776917e-05
ENSMUSG00000022303,9.809169641807104e-07
ENSMUSG00000022305,2.4829019338534845e-05
ENSMUSG00000022306,6.0026005656516396e-06
ENSMUSG00000022307,0.00035616246285326465
ENSMUSG00000022309,1.2202611312616622e-05
ENSMUSG00000022311,2.7398751447101384e-08
ENSMUSG00000022312,0.00043619897414154147
ENSMUSG00000022313,4.211819092520407e-05
ENSMUSG00000022314,0.00012282870493322693
ENSMUSG00000022321,2.9419154428603917e-07
ENSMUSG00000022322,2.2729839323959423e-05
ENSMUSG00000022323,9.40955227447818e-05
ENSMUSG00000022324,6.495589944804395e-05
ENSMUSG00000022325,1.4214823032343392e-05
ENSMUSG00000022329,2.0290553039738496e-05
ENSMUSG00000022330,1.7702465379463054e-07
ENSMUSG00000022332,1.1809754410359791e-05
ENSMUSG00000022335,5.1850907954082465e-06
ENSMUSG00000022336,0.0003484656943639408
ENSMUSG00000022337,0.0001855704938824799
ENSMUSG00000022338,0.0004453346078219884
ENSMUSG00000022339,2.145159633493925e-05
ENSMUSG00000022340,4.7005732960578903e-07
ENSMUSG00000022346,4.35324883826202e-05
ENSMUSG00000022350,4.6739353975301416e-05
ENSMUSG00000022351,3.97590782743408e-05
ENSMUSG00000022353,1.4169511033296778e-05
ENSMUSG00000022354,2.8098300969488082e-05
ENSMUSG00000022357,1.1172098479500859e-08
ENSMUSG00000022358,7.1174200723249945e-06
ENSMUSG00000022359,1.0358933388099817e-05
ENSMUSG00000022360,3.2227276775001526e-05
ENSMUSG00000022362,2.575768174762735e-05
ENSMUSG00000022364,9.749580246934505e-06
ENSMUSG00000022365,9.140021989374655e-05
ENSMUSG00000022367,2.5588648607038893e-05
ENSMUSG00000022369,1.0292755958311595e-05
ENSMUSG00000022370,0.00025037958702706927
ENSMUSG00000022371,2.483105206167652e-06
ENSMUSG00000022372,3.136099377024299e-07
ENSMUSG00000022376,1.7780841538166052e-06
ENSMUSG00000022377,0.0001450284062670587
ENSMUSG00000022378,3.52199835882293e-05
ENSMUSG00000022382,3.527762432011199e-08
ENSMUSG00000022383,2.3488520768418667e-07
ENSMUSG00000022385,2.841494370920616e-05
ENSMUSG00000022386,6.982047291757427e-06
ENSMUSG00000022387,1.7285865643644674e-05
ENSMUSG00000022388,7.270517141269303e-09
ENSMUSG00000022389,9.240108476872892e-06
ENSMUSG00000022390,3.9049253329397897e-05
ENSMUSG00000022391,0.00011761583058432879
ENSMUSG00000022394,5.5399390644095e-06
ENSMUSG00000022400,0.0005876079149955173
ENSMUSG00000022401,7.795301009426563e-06
ENSMUSG00000022403,0.0002272212275434977
ENSMUSG00000022404,7.616606360925937e-05
ENSMUSG00000022407,8.465002396928405e-05
ENSMUSG00000022408,1.6274218702950174e-07
ENSMUSG00000022412,2.1638373332662102e-05
ENSMUSG00000022414,5.971007932627732e-06
ENSMUSG00000022415,7.353806899679056e-07
ENSMUSG00000022416,4.3625093465234694e-08
ENSMUSG00000022419,1.837642699762747e-05
ENSMUSG00000022420,1.3215006648174186e-05
ENSMUSG00000022421,8.132745508759697e-06
ENSMUSG00000022422,5.57411407821527e-06
ENSMUSG00000022425,9.373364394074384e-07
ENSMUSG00000022426,3.168630601285065e-05
ENSMUSG00000022427,0.00015965785458695047
ENSMUSG00000022428,6.63346641726428e-05
ENSMUSG00000022429,2.2032581342068656e-07
ENSMUSG00000022431,8.482306054144049e-07
ENSMUSG00000022432,5.286163264408626e-07
ENSMUSG00000022433,2.629401466760073e-05
ENSMUSG00000022434,1.5700997069268694e-05
ENSMUSG00000022436,8.63165538273414e-06
ENSMUSG00000022437,7.843740924684008e-05
ENSMUSG00000022438,3.419253784440032e-05
ENSMUSG00000022439,6.61355822240993e-07
ENSMUSG00000022440,9.64670164701029e-06
ENSMUSG00000022442,1.6326972495380932e-05
ENSMUSG00000022443,0.00031389094670280295
ENSMUSG00000022449,1.8774373440901207e-07
ENSMUSG00000022450,0.00024000386034445467
ENSMUSG00000022451,0.00020046625158883866
ENSMUSG00000022452,0.0004084142678496416
ENSMUSG00000022453,1.2498748493410753e-05
ENSMUSG00000022454,1.5951978748959801e-06
ENSMUSG00000022456,2.7422071027177964e-07
ENSMUSG00000022462,0.00023762332314941124
ENSMUSG00000022463,3.5279851202119185e-05
ENSMUSG00000022464,5.219425557351767e-07
ENSMUSG00000022466,2.2291731209542406e-05
ENSMUSG00000022468,5.563330534014451e-07
ENSMUSG00000022469,3.4865153278489047e-06
ENSMUSG00000022471,2.551462644713495e-05
ENSMUSG00000022472,3.372556882007402e-05
ENSMUSG00000022474,0.00011678012995357037
ENSMUSG00000022475,5.494212658199436e-05
ENSMUSG00000022476,1.820159750123762e-05
ENSMUSG00000022477,0.00012965603156113876
ENSMUSG00000022479,2.4576976625791316e-05
ENSMUSG00000022483,1.708254741489526e-05
ENSMUSG00000022484,2.2806616334031925e-05
ENSMUSG00000022485,5.220472753585016e-06
ENSMUSG00000022487,2.512148592940976e-07
ENSMUSG00000022488,2.4683287208902445e-06
ENSMUSG00000022489,6.329492909437639e-07
ENSMUSG00000022498,1.0047563491591321e-05
ENSMUSG00000022500,8.239479018154586e-05
ENSMUSG00000022503,1.5242534064231413e-05
ENSMUSG00000022505,3.6418971186503074e-05
ENSMUSG00000022507,4.387400595639788e-05
ENSMUSG00000022508,1.0004019495096334e-05
ENSMUSG00000022510,2.5005002445894905e-07
ENSMUSG00000022512,1.4660869627797065e-06
ENSMUSG00000022514,2.8107710971430773e-05
ENSMUSG00000022515,2.462565958792205e-05
ENSMUSG00000022516,1.9034135733042526e-05
ENSMUSG00000022517,2.3984134635055406e-05
ENSMUSG00000022518,1.6295376047225527e-07
ENSMUSG00000022519,9.093987936387733e-07
ENSMUSG00000022521,9.266670366017507e-05
ENSMUSG00000022525,8.526277507020837e-07
ENSMUSG00000022526,1.3741226452226394e-05
ENSMUSG00000022528,4.528108843275295e-05
ENSMUSG00000022529,1.1501547183936057e-05
ENSMUSG00000022533,7.334470953877011e-05
ENSMUSG00000022536,0.00011564667683299966
ENSMUSG00000022537,1.0836981933838847e-06
ENSMUSG00000022538,2.4596475271485558e-05
ENSMUSG00000022540,8.150984529629587e-06
ENSMUSG00000022543,1.2282565810635663e-07
ENSMUSG00000022544,1.5028707081526108e-05
ENSMUSG00000022545,7.205838624925551e-06
ENSMUSG00000022546,1.3782849618734993e-06
ENSMUSG00000022548,1.3018086633448494e-05
ENSMUSG00000022550,1.0040157306903083e-05
ENSMUSG00000022551,0.000118749702185356
ENSMUSG00000022552,1.9962582946664115e-05
ENSMUSG00000022553,3.445970200630646e-05
ENSMUSG00000022554,8.680943942611369e-06
ENSMUSG00000022555,1.8924737928008023e-05
ENSMUSG00000022556,3.0187077394476428e-05
ENSMUSG00000022557,3.775164001084425e-05
ENSMUSG00000022558,1.5069798782918993e-05
ENSMUSG00000022559,7.595944492865011e-06
ENSMUSG00000022560,4.52959832804823e-06
ENSMUSG00000022561,1.4342405368998637e-05
ENSMUSG00000022562,2.5442368047634315e-06
ENSMUSG00000022564,2.7915856906852763e-05
ENSMUSG00000022565,0.0004931306161458479
ENSMUSG00000022568,7.110707289265821e-06
ENSMUSG00000022570,3.743180565325888e-05
ENSMUSG00000022571,4.325609999775281e-05
ENSMUSG00000022574,3.4379624179899336e-06
ENSMUSG00000022575,9.912239098495386e-06
ENSMUSG00000022580,6.257200756323967e-07
ENSMUSG00000022582,3.225984603386959e-07
ENSMUSG00000022583,7.567346114387174e-07
ENSMUSG00000022584,2.6273533000151124e-06
ENSMUSG00000022586,8.822191834271109e-07
ENSMUSG00000022587,0.00016078230626310553
ENSMUSG00000022594,3.824433321182579e-05
ENSMUSG00000022596,1.0227275469057325e-05
ENSMUSG00000022598,8.250405242947677e-07
ENSMUSG00000022601,2.445060521227277e-05
ENSMUSG00000022602,8.088624690902127e-06
ENSMUSG00000022604,6.814450389309046e-06
ENSMUSG00000022607,4.7155383145002235e-05
ENSMUSG00000022610,4.532486733811141e-06
ENSMUSG00000022614,3.66069189179297e-05
ENSMUSG00000022615,1.4311804251201107e-06
ENSMUSG00000022617,9.368385882060762e-06
ENSMUSG00000022619,1.5372862290779673e-07
ENSMUSG00000022620,4.659725107327627e-05
ENSMUSG00000022621,9.23292272510099e-06
ENSMUSG00000022623,1.9510349148892375e-07
ENSMUSG00000022629,8.443141950108777e-06
ENSMUSG00000022634,3.548580791121813e-05
ENSMUSG00000022635,0.00011513365898824545
ENSMUSG00000022636,1.5583635695242915e-05
ENSMUSG00000022637,2.5155506716543164e-05
ENSMUSG00000022639,2.427617470217801e-05
ENSMUSG00000022641,5.249610081599435e-05
ENSMUSG00000022651,2.4385805685804208e-08
ENSMUSG00000022652,2.7268243381942794e-08
ENSMUSG00000022656,2.8298656567723952e-05
ENSMUSG00000022658,9.110829336051401e-07
ENSMUSG00000022661,1.2566389875633737e-06
ENSMUSG00000022663,0.00022940857678841345
ENSMUSG00000022664,2.569488374515237e-05
ENSMUSG00000022665,0.0004196643657112339
ENSMUSG00000022667,1.4462828895732754e-07
ENSMUSG00000022668,2.3961450078159383e-05
ENSMUSG00000022671,6.740921399966817e-05
ENSMUSG00000022672,1.1772010208715438e-05
ENSMUSG00000022673,6.053100013984148e-05
ENSMUSG00000022674,0.0001330757845847014
ENSMUSG00000022676,6.413911197121193e-05
ENSMUSG00000022677,0.00010479881401103231
ENSMUSG00000022678,3.545824557983967e-05
ENSMUSG00000022679,8.767027242199129e-06
ENSMUSG00000022680,3.943092068458568e-05
ENSMUSG00000022681,9.953519730777173e-05
ENSMUSG00000022682,5.366473347824887e-05
ENSMUSG00000022683,1.3020965876889228e-07
ENSMUSG00000022684,4.5994621014372386e-05
ENSMUSG00000022685,3.052924425231434e-05
ENSMUSG00000022686,2.4166541291863642e-06
ENSMUSG00000022687,2.032842100177723e-05
ENSMUSG00000022698,0.00010591417097990558
ENSMUSG00000022701,7.5816757930118e-06
ENSMUSG00000022702,9.440995051743953e-06
ENSMUSG00000022704,8.00009251195756e-06
ENSMUSG00000022706,0.00014016798195584648
ENSMUSG00000022707,1.0954681775332672e-05
ENSMUSG00000022708,0.0003925167724828131
ENSMUSG00000022710,4.91455716914495e-05
ENSMUSG00000022711,4.5341902129881246e-05
ENSMUSG00000022715,1.673972216212662e-08
ENSMUSG00000022718,1.6500011535403534e-05
ENSMUSG00000022721,1.9319501728015534e-05
ENSMUSG00000022722,2.944444955969558e-05
ENSMUSG00000022723,1.4221971235499697e-05
ENSMUSG00000022724,1.7928314379639317e-05
ENSMUSG00000022742,1.5116339861224711e-05
ENSMUSG00000022744,9.242852327071071e-05
ENSMUSG00000022747,1.6901354002527354e-06
ENSMUSG00000022748,2.876908891788028e-05
ENSMUSG00000022749,3.0767449229140126e-05
ENSMUSG00000022750,6.363878984747198e-05
ENSMUSG00000022751,6.389219121581959e-05
ENSMUSG00000022752,0.00016764710519554776
ENSMUSG00000022753,6.552820431295472e-07
ENSMUSG00000022754,0.0001845703006116588
ENSMUSG00000022755,3.5505137060286385e-08
ENSMUSG00000022756,2.2032833113803238e-07
ENSMUSG00000022757,0.00010869746353157542
ENSMUSG00000022758,4.6557814033425973e-07
ENSMUSG00000022759,1.9498733417683106e-07
ENSMUSG00000022760,3.3320540392926695e-05
ENSMUSG00000022761,4.5280621641836545e-05
ENSMUSG00000022762,8.973629383776114e-09
ENSMUSG00000022765,2.2799491925560436e-05
ENSMUSG00000022766,1.1224447352056952e-06
ENSMUSG00000022768,5.445168350250982e-07
ENSMUSG00000022769,1.8296355775321823e-05
ENSMUSG00000022770,0.00010805500981709422
ENSMUSG00000022771,4.0227948154508235e-05
ENSMUSG00000022772,3.036094589047451e-05
ENSMUSG00000022773,7.653583297855183e-07
ENSMUSG00000022774,0.00014885512305603307
ENSMUSG00000022779,1.4782672281950012e-05
ENSMUSG00000022780,6.749633099225828e-08
ENSMUSG00000022781,9.959844948554489e-05
ENSMUSG00000022783,4.248251434376586e-06
ENSMUSG00000022787,1.678559095629357e-05
ENSMUSG00000022788,9.376034110754175e-06
ENSMUSG00000022789,8.150298198194273e-05
ENSMUSG00000022790,4.494124809722213e-08
ENSMUSG00000022791,4.909065864794212e-05
ENSMUSG00000022792,2.4127112864838967e-05
ENSMUSG00000022793,9.601228462738821e-06
ENSMUSG00000022797,4.620215562428684e-05
ENSMUSG00000022799,3.997827308731164e-05
ENSMUSG00000022800,6.065304083980111e-05
ENSMUSG00000022801,2.3788700621497674e-05
ENSMUSG00000022802,4.80122367642731e-06
ENSMUSG00000022803,1.6122698058353987e-07
ENSMUSG00000022805,3.2171344167100995e-07
ENSMUSG00000022807,1.4006458537812302e-05
ENSMUSG00000022808,0.00011720894344349904
ENSMUSG00000022811,4.923833473840705e-05
ENSMUSG00000022812,0.00013815471006824932
ENSMUSG00000022814,8.316960074228151e-05
ENSMUSG00000022816,0.0008069310777150358
ENSMUSG00000022817,7.832118394798624e-05
ENSMUSG00000022818,3.865441837460822e-08
ENSMUSG00000022820,0.00014813608283035018
ENSMUSG00000022822,3.001403374053366e-05
ENSMUSG00000022824,6.14941127412032e-09
ENSMUSG00000022827,9.59040002371179e-06
ENSMUSG00000022828,2.8400874143655348e-05
ENSMUSG00000022829,1.4572427738263547e-08
ENSMUSG00000022831,9.93421252862068e-07
ENSMUSG00000022833,4.168653043817455e-06
ENSMUSG00000022836,5.44564930164402e-05
ENSMUSG00000022837,1.2608948698269993e-05
ENSMUSG00000022838,3.043675541202898e-06
ENSMUSG00000022840,6.375702579655639e-07
ENSMUSG00000022841,0.00031337946458416733
ENSMUSG00000022843,1.4393108909156283e-06
ENSMUSG00000022844,4.0949650245757586e-05
ENSMUSG00000022847,6.215785304931712e-07
ENSMUSG00000022848,2.4977049168921476e-05
ENSMUSG00000022849,1.7460519824118557e-05
ENSMUSG00000022853,3.3767904166774535e-06
ENSMUSG00000022855,3.3147594844919266e-05
ENSMUSG00000022856,1.4088857807925338e-05
ENSMUSG00000022858,0.00013126815518456458
ENSMUSG00000022860,9.878405790848058e-08
ENSMUSG00000022861,3.169619520063474e-08
ENSMUSG00000022863,1.7771960856179798e-05
ENSMUSG00000022864,6.781593681030429e-06
ENSMUSG00000022865,1.1484996252363225e-06
ENSMUSG00000022867,5.110265889569771e-05
ENSMUSG00000022871,3.09214272637851e-07
ENSMUSG00000022875,2.38965390425261e-06
ENSMUSG00000022876,5.134165275413944e-07
ENSMUSG00000022881,3.319627183683993e-05
ENSMUSG00000022883,1.1192115906984774e-05
ENSMUSG00000022884,0.0002705045628048354
ENSMUSG00000022885,6.71146715026327e-06
ENSMUSG00000022887,6.465345340666597e-06
ENSMUSG00000022889,6.513685081810544e-05
ENSMUSG00000022890,0.000957803558823016
ENSMUSG00000022892,0.0003182982411115217
ENSMUSG00000022893,0.00010399103679717529
ENSMUSG00000022894,0.00040366738262274563
ENSMUSG00000022895,1.2136800630451278e-05
ENSMUSG00000022897,2.3014200747485225e-05
ENSMUSG00000022898,4.79333061415966e-05
ENSMUSG00000022899,1.0095106342326184e-07
ENSMUSG00000022901,5.166713037916182e-08
ENSMUSG00000022905,4.467963766801139e-05
ENSMUSG00000022906,3.770416174992875e-06
ENSMUSG00000022911,1.1086259725823537e-05
ENSMUSG00000022912,7.687343023000973e-05
ENSMUSG00000022913,5.983578162516079e-05
ENSMUSG00000022914,2.875547987200115e-05
ENSMUSG00000022915,4.512567792362352e-09
ENSMUSG00000022935,7.210505168307863e-08
ENSMUSG00000022940,7.01812718521611e-05
ENSMUSG00000022941,9.869153650985637e-07
ENSMUSG00000022945,1.4287624555568969e-05
ENSMUSG00000022946,3.7071850351226032e-06
ENSMUSG00000022947,5.202998551948293e-05
ENSMUSG00000022948,3.660534876531881e-06
ENSMUSG00000022951,1.8320934083912582e-05
ENSMUSG00000022952,5.042497589367314e-05
ENSMUSG00000022956,0.0005450365995312677
ENSMUSG00000022957,3.371736219772149e-05
ENSMUSG00000022960,6.683997948060779e-06
ENSMUSG00000022961,0.0003488475933797486
ENSMUSG00000022962,4.8117031957040564e-05
ENSMUSG00000022964,1.6469537741618172e-05
ENSMUSG00000022965,4.019998177664209e-05
ENSMUSG00000022967,3.763445316064908e-05
ENSMUSG00000022969,4.243179334497827e-05
ENSMUSG00000022971,5.1288946027033235e-05
ENSMUSG00000022972,3.9830596265002986e-05
ENSMUSG00000022973,1.4228782166012924e-05
ENSMUSG00000022974,8.209889614457945e-06
ENSMUSG00000022978,2.483210829075037e-05
ENSMUSG00000022982,0.00039099087903209746
ENSMUSG00000022983,1.787789499358139e-05
ENSMUSG00000022986,2.1935082993193747e-07
ENSMUSG00000022987,3.6815913144946396e-07
ENSMUSG00000022992,7.706945637444047e-05
ENSMUSG00000022993,9.177987987466798e-08
ENSMUSG00000022994,1.5006150085040457e-05
ENSMUSG00000022995,0.0001984022729528132
ENSMUSG00000022996,1.1376627580422328e-06
ENSMUSG00000022997,1.8656587176398631e-06
ENSMUSG00000022999,2.599950798666397e-06
ENSMUSG00000023000,1.1992651674544946e-06
ENSMUSG00000023004,0.0005816276591794827
ENSMUSG00000023007,8.716356166843977e-06
ENSMUSG00000023008,8.358272558715766e-06
