,abundance
ENSMUSG00000061286,4.6261679566700496e-05
ENSMUSG00000061288,3.212996739222405e-05
ENSMUSG00000061298,5.7114227365688304e-08
ENSMUSG00000061306,5.264697238976412e-05
ENSMUSG00000061313,2.8395872317134225e-05
ENSMUSG00000061315,0.0009470947268668137
ENSMUSG00000061322,2.788685074785696e-07
ENSMUSG00000061330,1.8727238320001966e-08
ENSMUSG00000061353,0.00021554345750961798
ENSMUSG00000061356,1.4652470213507762e-07
ENSMUSG00000061360,0.00014894571003593575
ENSMUSG00000061371,8.220127341259234e-06
ENSMUSG00000061374,1.6244312128088094e-05
ENSMUSG00000061390,2.48182738111615e-06
ENSMUSG00000061393,6.857190917848347e-07
ENSMUSG00000061410,4.9805819333226375e-05
ENSMUSG00000061411,9.156790753010414e-06
ENSMUSG00000061414,4.32254914337776e-07
ENSMUSG00000061436,7.587864629035806e-06
ENSMUSG00000061451,8.3237789814536e-06
ENSMUSG00000061455,2.4628914758143398e-05
ENSMUSG00000061458,1.8589980653918074e-05
ENSMUSG00000061461,6.525138362272526e-05
ENSMUSG00000061474,0.00016608761445766212
ENSMUSG00000061477,0.0012270772171868241
ENSMUSG00000061479,9.430691471253182e-05
ENSMUSG00000061482,8.056516944324965e-06
ENSMUSG00000061488,1.771531611063629e-05
ENSMUSG00000061510,4.3025208633914667e-07
ENSMUSG00000061517,6.302070298571202e-08
ENSMUSG00000061518,0.0007084788875674347
ENSMUSG00000061524,4.24998574657875e-08
ENSMUSG00000061527,3.39583244086612e-08
ENSMUSG00000061531,8.713401101556838e-08
ENSMUSG00000061533,4.7310135884064715e-06
ENSMUSG00000061535,1.2939786669729687e-06
ENSMUSG00000061536,5.092186429527677e-06
ENSMUSG00000061544,7.320131522161266e-06
ENSMUSG00000061559,0.0001741452163975801
ENSMUSG00000061561,7.5398042486168725e-06
ENSMUSG00000061576,6.047447649256086e-08
ENSMUSG00000061577,6.235067436554249e-07
ENSMUSG00000061584,2.8006563394144544e-08
ENSMUSG00000061589,1.0501564286589035e-05
ENSMUSG00000061601,1.2180225535389731e-08
ENSMUSG00000061603,1.5584339383755078e-06
ENSMUSG00000061607,6.825163987082e-06
ENSMUSG00000061613,0.0002420181982881148
ENSMUSG00000061615,2.4488300569081374e-06
ENSMUSG00000061619,2.4734649157305344e-08
ENSMUSG00000061650,1.4409958523942193e-05
ENSMUSG00000061665,3.439960111971558e-05
ENSMUSG00000061666,7.350694126222121e-06
ENSMUSG00000061669,2.682585911564165e-06
ENSMUSG00000061684,3.3009138546850244e-05
ENSMUSG00000061689,3.4270080609649844e-05
ENSMUSG00000061702,1.9202726733010935e-07
ENSMUSG00000061723,3.321921298354614e-07
ENSMUSG00000061724,0.0001693907497190131
ENSMUSG00000061731,0.00014136474619382182
ENSMUSG00000061740,1.4670931263956988e-06
ENSMUSG00000061751,1.4688933292742679e-05
ENSMUSG00000061755,5.18828531167044e-05
ENSMUSG00000061758,3.9273711465437e-05
ENSMUSG00000061759,1.8468789295349575e-05
ENSMUSG00000061762,3.4798871035886994e-08
ENSMUSG00000061769,6.705789993050062e-07
ENSMUSG00000061778,2.1255819770344898e-05
ENSMUSG00000061780,1.4593161822474693e-07
ENSMUSG00000061787,0.0012562312578605346
ENSMUSG00000061802,1.2234947432993718e-07
ENSMUSG00000061815,1.0377090072660555e-07
ENSMUSG00000061816,3.033742604930065e-08
ENSMUSG00000061833,4.423287396866072e-05
ENSMUSG00000061838,5.260466368772057e-05
ENSMUSG00000061848,2.6138158782052993e-05
ENSMUSG00000061859,6.45126112442456e-06
ENSMUSG00000061863,2.2010053988637156e-08
ENSMUSG00000061878,9.272178723656851e-06
ENSMUSG00000061882,6.444045530067451e-06
ENSMUSG00000061887,0.0001255524051381958
ENSMUSG00000061894,2.1274500123413804e-06
ENSMUSG00000061897,4.08276525757496e-06
ENSMUSG00000061898,2.467791295934372e-06
ENSMUSG00000061904,0.0005342924421172826
ENSMUSG00000061911,3.2978328469241093e-07
ENSMUSG00000061923,1.2654597079086841e-07
ENSMUSG00000061950,4.204748206224836e-05
ENSMUSG00000061974,2.7156439703841928e-08
ENSMUSG00000061979,1.3330951942615883e-05
ENSMUSG00000061981,3.529790253203912e-05
ENSMUSG00000061983,0.00049503033764119
ENSMUSG00000061984,5.838260474878502e-09
ENSMUSG00000061988,2.337280416425021e-07
ENSMUSG00000061991,1.7435835747633634e-07
ENSMUSG00000061992,2.850885551355689e-07
ENSMUSG00000062006,0.0014144350677992577
ENSMUSG00000062007,1.046861120316358e-06
ENSMUSG00000062012,2.6172054156774146e-06
ENSMUSG00000062014,8.855796943951463e-05
ENSMUSG00000062028,9.207694634689228e-09
ENSMUSG00000062031,1.016879619553937e-05
ENSMUSG00000062037,3.1715697946353056e-08
ENSMUSG00000062038,3.098209800587003e-05
ENSMUSG00000062040,1.3168232985980425e-05
ENSMUSG00000062044,1.924402768072459e-07
ENSMUSG00000062054,6.64089101815845e-05
ENSMUSG00000062064,1.5813767372915206e-06
ENSMUSG00000062070,0.00046698874534567406
ENSMUSG00000062073,1.2154670779782387e-07
ENSMUSG00000062074,2.1569997971276183e-08
ENSMUSG00000062075,6.794954868626731e-06
ENSMUSG00000062077,4.954175885691309e-08
ENSMUSG00000062078,0.00012208561888667874
ENSMUSG00000062081,2.1891494280842836e-05
ENSMUSG00000062082,3.743529284908983e-07
ENSMUSG00000062083,1.1485632900095259e-06
ENSMUSG00000062093,5.078469119322635e-06
ENSMUSG00000062098,2.0480535864066926e-05
ENSMUSG00000062101,2.7270614066635907e-06
ENSMUSG00000062110,1.5746773494101676e-05
ENSMUSG00000062115,2.795723544841958e-05
ENSMUSG00000062116,8.147476957372892e-06
ENSMUSG00000062124,4.474379234692332e-08
ENSMUSG00000062127,6.571680093155053e-05
ENSMUSG00000062151,7.205006935252426e-06
ENSMUSG00000062152,4.81977373319943e-07
ENSMUSG00000062168,1.3188350414207121e-07
ENSMUSG00000062169,0.0004025322551438046
ENSMUSG00000062175,1.3359283994481305e-07
ENSMUSG00000062184,8.232980960209876e-05
ENSMUSG00000062190,7.224562240980733e-06
ENSMUSG00000062198,2.0590261334102698e-05
ENSMUSG00000062201,7.239261402480531e-07
ENSMUSG00000062202,1.1082648094166868e-05
ENSMUSG00000062203,0.0001164292149057132
ENSMUSG00000062209,1.194301827142949e-07
ENSMUSG00000062210,2.1118107333330805e-05
ENSMUSG00000062232,2.3072672839389742e-05
ENSMUSG00000062234,4.3752750283627785e-05
ENSMUSG00000062235,1.3801178946389844e-08
ENSMUSG00000062248,0.00027733607924183097
ENSMUSG00000062257,1.0792878763614435e-08
ENSMUSG00000062270,0.00020917285158060614
ENSMUSG00000062279,4.661975217119382e-07
ENSMUSG00000062284,5.859958948129721e-06
ENSMUSG00000062296,3.754436147891445e-08
ENSMUSG00000062300,3.6982416695875246e-05
ENSMUSG00000062309,3.110136962091361e-07
ENSMUSG00000062310,9.085939634658256e-08
ENSMUSG00000062312,1.0801049902076265e-05
ENSMUSG00000062327,1.9902656192326036e-08
ENSMUSG00000062328,0.0009362788794309335
ENSMUSG00000062342,2.667811809377987e-07
ENSMUSG00000062345,4.611863755703672e-05
ENSMUSG00000062352,0.00011923826598674904
ENSMUSG00000062353,0.0002355404921035594
ENSMUSG00000062365,1.8597922606774473e-06
ENSMUSG00000062372,1.7993144179915662e-08
ENSMUSG00000062373,2.3327797445849787e-05
ENSMUSG00000062376,5.058854359059813e-05
ENSMUSG00000062382,0.0014946428866897514
ENSMUSG00000062391,2.165604865187253e-08
ENSMUSG00000062397,0.00018893517475081302
ENSMUSG00000062421,9.376568580780456e-05
ENSMUSG00000062438,2.7991057983771985e-08
ENSMUSG00000062444,3.058547499738552e-07
ENSMUSG00000062456,7.083493164910893e-05
ENSMUSG00000062458,9.95685252132934e-07
ENSMUSG00000062461,0.00014293222609399126
ENSMUSG00000062464,1.4541314336698647e-07
ENSMUSG00000062470,9.194399699908303e-07
ENSMUSG00000062472,1.5335957583526545e-07
ENSMUSG00000062477,7.23851358281739e-09
ENSMUSG00000062478,1.3509889051682526e-07
ENSMUSG00000062480,1.2831075241532732e-06
ENSMUSG00000062488,2.5773039878772483e-06
ENSMUSG00000062510,6.158410854597061e-06
ENSMUSG00000062515,1.628662386443089e-05
ENSMUSG00000062519,5.469939104943561e-06
ENSMUSG00000062526,3.255578530778799e-06
ENSMUSG00000062551,1.277443696747462e-07
ENSMUSG00000062554,1.123460598410507e-05
ENSMUSG00000062561,9.917844751992539e-08
ENSMUSG00000062563,5.483740465379863e-06
ENSMUSG00000062564,2.2754507768615265e-07
ENSMUSG00000062580,0.0003910783110810497
ENSMUSG00000062582,5.856420666017114e-07
ENSMUSG00000062585,2.2433211603427378e-07
ENSMUSG00000062588,1.2696545964747748e-06
ENSMUSG00000062590,6.651000491834799e-06
ENSMUSG00000062591,7.515233946554384e-08
ENSMUSG00000062593,4.165438429715249e-06
ENSMUSG00000062604,5.510226408869688e-05
ENSMUSG00000062609,7.211170128182786e-05
ENSMUSG00000062611,0.00014344714745770422
ENSMUSG00000062627,2.1553240286183507e-05
ENSMUSG00000062638,1.40798914158774e-08
ENSMUSG00000062646,8.83616398443782e-06
ENSMUSG00000062647,0.0008128350026686936
ENSMUSG00000062649,5.942042858885573e-08
ENSMUSG00000062661,0.0001002743988320094
ENSMUSG00000062683,0.0002918915569130232
ENSMUSG00000062687,1.3395843033474788e-07
ENSMUSG00000062691,9.535296064315285e-05
ENSMUSG00000062694,5.622225690015969e-07
ENSMUSG00000062704,1.2762037765074457e-07
ENSMUSG00000062727,1.0504938502173627e-06
ENSMUSG00000062729,4.527609584408525e-06
ENSMUSG00000062737,1.0274239652032152e-06
ENSMUSG00000062742,1.4083859616672023e-06
ENSMUSG00000062743,4.55756665358293e-06
ENSMUSG00000062753,7.19251917957826e-05
ENSMUSG00000062760,2.0128223220611796e-07
ENSMUSG00000062761,1.7726129819559632e-05
ENSMUSG00000062762,6.113392407667713e-05
ENSMUSG00000062778,1.1600150245145976e-08
ENSMUSG00000062785,8.79389331386036e-07
ENSMUSG00000062794,1.7487995967573005e-06
ENSMUSG00000062797,0.00014068722934542754
ENSMUSG00000062818,2.490112789285274e-08
ENSMUSG00000062822,1.2398087844260265e-05
ENSMUSG00000062825,0.0014708228970565901
ENSMUSG00000062846,1.1024747159897786e-05
ENSMUSG00000062859,3.7271830421344336e-07
ENSMUSG00000062861,6.2128380902352015e-06
ENSMUSG00000062866,9.951070134537789e-06
ENSMUSG00000062867,0.0001307355004198626
ENSMUSG00000062874,1.2942431094533048e-07
ENSMUSG00000062896,1.4183515170039555e-05
ENSMUSG00000062901,1.5368040383186113e-05
ENSMUSG00000062905,1.1172098479500859e-08
ENSMUSG00000062906,4.712898919280786e-06
ENSMUSG00000062908,4.027030226517867e-05
ENSMUSG00000062929,0.00012367663090003287
ENSMUSG00000062931,2.7752642985013046e-05
ENSMUSG00000062933,0.001843192663172017
ENSMUSG00000062937,0.00019054440862318765
ENSMUSG00000062944,1.880837974324755e-05
ENSMUSG00000062949,1.0325633212116783e-05
ENSMUSG00000062960,6.571564178047518e-07
ENSMUSG00000062962,8.523711223538577e-07
ENSMUSG00000062963,0.0001366934779344233
ENSMUSG00000062980,6.30442619288224e-06
ENSMUSG00000062981,0.00032314340137279483
ENSMUSG00000062991,3.781646867925247e-05
ENSMUSG00000062995,6.188536523489205e-06
ENSMUSG00000062997,0.0010386051285224448
ENSMUSG00000063001,2.1765857638409763e-07
ENSMUSG00000063011,5.713313983957602e-07
ENSMUSG00000063015,7.517161879088241e-05
ENSMUSG00000063018,4.4298721997962225e-05
ENSMUSG00000063019,6.905325027184352e-05
ENSMUSG00000063021,5.97638342505039e-07
ENSMUSG00000063047,6.435452058080152e-06
ENSMUSG00000063049,1.9061934523011706e-05
ENSMUSG00000063052,1.896606195456937e-05
ENSMUSG00000063060,3.531489135982078e-08
ENSMUSG00000063063,2.445696381627794e-06
ENSMUSG00000063065,7.089868783219625e-05
ENSMUSG00000063077,0.0001015881550360632
ENSMUSG00000063087,1.1067419724530999e-06
ENSMUSG00000063108,7.241955694547737e-06
ENSMUSG00000063129,3.45620667490814e-07
ENSMUSG00000063142,1.078149272498405e-07
ENSMUSG00000063145,1.4428840673126384e-05
ENSMUSG00000063146,1.5720324705239146e-05
ENSMUSG00000063160,1.5710064283360587e-05
ENSMUSG00000063166,8.234234471753454e-07
ENSMUSG00000063171,2.855451499460779e-05
ENSMUSG00000063172,0.00011311219100696682
ENSMUSG00000063179,2.543343358287657e-05
ENSMUSG00000063193,4.121417789058945e-07
ENSMUSG00000063200,4.7946684586206264e-05
ENSMUSG00000063229,0.0008001106541560398
ENSMUSG00000063234,1.284859692405119e-07
ENSMUSG00000063235,3.8776233668289046e-05
ENSMUSG00000063236,3.979411871910082e-05
ENSMUSG00000063239,7.05225562455658e-08
ENSMUSG00000063245,2.0909764717821462e-05
ENSMUSG00000063253,0.0001104868942100972
ENSMUSG00000063268,2.082469257534182e-06
ENSMUSG00000063273,9.781491463695288e-05
ENSMUSG00000063275,9.676200858359726e-05
ENSMUSG00000063277,2.1176787705257797e-08
ENSMUSG00000063281,1.575636987194156e-05
ENSMUSG00000063286,1.722237679305394e-07
ENSMUSG00000063296,4.3296979519822144e-06
ENSMUSG00000063314,1.6054815278152615e-06
ENSMUSG00000063316,0.001257430917831699
ENSMUSG00000063317,1.4346151367497705e-05
ENSMUSG00000063320,1.6208937309652966e-05
ENSMUSG00000063328,5.900281459773943e-05
ENSMUSG00000063334,2.9992676387606874e-05
ENSMUSG00000063350,1.821409401101499e-07
ENSMUSG00000063358,0.00012064591867547919
ENSMUSG00000063362,3.549175761109876e-05
ENSMUSG00000063364,2.886163767376986e-06
ENSMUSG00000063382,3.0053781034192418e-05
ENSMUSG00000063383,4.057055786070799e-06
ENSMUSG00000063388,2.1760133833484316e-07
ENSMUSG00000063406,0.0001165003552123313
ENSMUSG00000063410,5.7286047213028436e-05
ENSMUSG00000063412,4.4804381645699344e-05
ENSMUSG00000063415,8.620875201614068e-06
ENSMUSG00000063428,9.719117841677288e-07
ENSMUSG00000063430,5.838260474878502e-09
ENSMUSG00000063439,1.862655359304273e-05
ENSMUSG00000063442,1.845452810574911e-07
ENSMUSG00000063445,1.4229133955562326e-05
ENSMUSG00000063447,1.9167846574029605e-07
ENSMUSG00000063450,1.0988683684973788e-05
ENSMUSG00000063455,1.0759107191134734e-06
ENSMUSG00000063457,0.001452604547454988
ENSMUSG00000063458,1.6104083299578735e-06
ENSMUSG00000063480,0.00027552954853013055
ENSMUSG00000063488,2.324265073303654e-06
ENSMUSG00000063506,1.7007251671947945e-06
ENSMUSG00000063511,7.784702624582394e-05
ENSMUSG00000063514,5.583499260019817e-07
ENSMUSG00000063524,0.0006391429882392092
ENSMUSG00000063529,2.470328807884204e-07
ENSMUSG00000063531,1.4345178978472082e-05
ENSMUSG00000063543,3.2886088261683196e-06
ENSMUSG00000063548,1.3801178946389844e-08
ENSMUSG00000063549,4.248650322754669e-08
ENSMUSG00000063550,8.961735334510654e-05
ENSMUSG00000063556,0.0010950548026268374
ENSMUSG00000063558,9.437606204898373e-06
ENSMUSG00000063564,1.3912548584361182e-07
ENSMUSG00000063568,3.0603612401686125e-06
ENSMUSG00000063576,2.1682872921718772e-05
ENSMUSG00000063586,1.7500128385901545e-06
ENSMUSG00000063594,1.2740403904095565e-05
ENSMUSG00000063605,4.7301555163944926e-05
ENSMUSG00000063611,2.0913930392583752e-08
ENSMUSG00000063615,6.74405412110415e-08
ENSMUSG00000063623,4.801170326365031e-06
ENSMUSG00000063626,9.451197797304629e-08
ENSMUSG00000063628,8.151747820368237e-05
ENSMUSG00000063632,3.097431988657787e-05
ENSMUSG00000063651,3.244810767432819e-08
ENSMUSG00000063652,3.003159140736678e-06
ENSMUSG00000063656,6.418792663869434e-09
ENSMUSG00000063659,1.3734305623885014e-05
ENSMUSG00000063663,6.076316674525943e-06
ENSMUSG00000063683,1.6994616548943234e-06
ENSMUSG00000063684,1.5500941447252344e-05
ENSMUSG00000063694,0.0006778498679595409
ENSMUSG00000063696,0.0005002285325749635
ENSMUSG00000063698,4.0103329755701305e-06
ENSMUSG00000063704,6.931919033065517e-08
ENSMUSG00000063714,4.626098120550657e-06
ENSMUSG00000063727,1.7527263084372203e-05
ENSMUSG00000063739,1.999234937663532e-06
ENSMUSG00000063751,4.0335987481645616e-08
ENSMUSG00000063754,3.460534951095678e-05
ENSMUSG00000063760,2.133185751866749e-05
ENSMUSG00000063765,3.7671231217047783e-07
ENSMUSG00000063767,3.583484063463212e-05
ENSMUSG00000063785,4.018776928624811e-05
ENSMUSG00000063787,0.00019973827312588912
ENSMUSG00000063800,7.183570590720684e-05
ENSMUSG00000063801,3.819601053443943e-05
ENSMUSG00000063802,2.0406949194230096e-05
ENSMUSG00000063808,7.511464447781561e-06
ENSMUSG00000063810,3.987211432582766e-06
ENSMUSG00000063816,5.087176297386891e-07
ENSMUSG00000063820,1.0815149982628969e-07
ENSMUSG00000063830,2.5303116661899223e-07
ENSMUSG00000063838,1.5554714351394695e-05
ENSMUSG00000063849,8.809371165225596e-06
ENSMUSG00000063851,5.224042260171871e-07
ENSMUSG00000063856,0.0008896280104927102
ENSMUSG00000063870,0.0001289047242676248
ENSMUSG00000063873,7.76822247489146e-06
ENSMUSG00000063875,3.960608326738748e-05
ENSMUSG00000063882,0.0005752439768091941
ENSMUSG00000063884,7.373815968703628e-05
ENSMUSG00000063887,7.221038671314702e-08
ENSMUSG00000063888,0.0001350527659019225
ENSMUSG00000063889,1.8291981452336212e-05
ENSMUSG00000063894,7.057268553259851e-06
ENSMUSG00000063895,4.0689735158877435e-05
ENSMUSG00000063902,2.895085364152249e-05
ENSMUSG00000063904,4.665573456392168e-05
ENSMUSG00000063919,3.063625425272498e-08
ENSMUSG00000063931,4.279045304287117e-05
ENSMUSG00000063935,2.3165316204296102e-08
ENSMUSG00000063952,8.352890211043555e-06
ENSMUSG00000063953,3.879933682809069e-05
ENSMUSG00000063971,4.279545409497161e-08
ENSMUSG00000063972,1.9243240453228676e-06
ENSMUSG00000063975,5.953962303248561e-07
ENSMUSG00000064006,1.2473543925173306e-08
ENSMUSG00000064016,7.810979360978935e-09
ENSMUSG00000064023,2.1667245497498363e-06
ENSMUSG00000064030,2.50588864078411e-05
ENSMUSG00000064032,1.2442373522955045e-07
ENSMUSG00000064036,3.021818076940634e-08
ENSMUSG00000064037,3.482283420746271e-05
ENSMUSG00000064043,1.3176834083825447e-05
ENSMUSG00000064061,1.383591901121913e-05
ENSMUSG00000064063,8.395890235849706e-07
ENSMUSG00000064065,1.3939443190254176e-07
ENSMUSG00000064068,2.419714500374483e-05
ENSMUSG00000064080,0.0006114855452741613
ENSMUSG00000064081,8.92573738746112e-08
ENSMUSG00000064084,1.130399193289001e-07
ENSMUSG00000064090,9.714392382799308e-06
ENSMUSG00000064105,8.681954046031094e-06
ENSMUSG00000064109,3.43843394230454e-07
ENSMUSG00000064115,7.18492180190267e-07
ENSMUSG00000064120,8.095702851184937e-06
ENSMUSG00000064125,7.400182475458962e-07
ENSMUSG00000064127,2.1060594081816244e-05
ENSMUSG00000064128,7.431939880537292e-06
ENSMUSG00000064138,2.648614106816428e-05
ENSMUSG00000064140,1.5355458763853313e-07
ENSMUSG00000064141,1.6223259279120434e-06
ENSMUSG00000064145,3.3640280664949265e-05
ENSMUSG00000064147,2.3369180877126079e-07
ENSMUSG00000064177,4.174073925014281e-07
ENSMUSG00000064179,4.416635629907651e-07
ENSMUSG00000064181,2.4642270389672477e-05
ENSMUSG00000064193,0.00021906429146520463
ENSMUSG00000064194,1.9907655791190112e-07
ENSMUSG00000064202,6.963143711746344e-07
ENSMUSG00000064208,2.2788222900292848e-05
ENSMUSG00000064210,5.610086557851516e-05
ENSMUSG00000064215,0.0001993174447149123
ENSMUSG00000064220,6.056342851201082e-08
ENSMUSG00000064225,1.9056903241696796e-07
ENSMUSG00000064231,1.8965123022943085e-06
ENSMUSG00000064246,1.0531897856639929e-05
ENSMUSG00000064247,2.857732184519492e-07
ENSMUSG00000064254,5.330183645764915e-05
ENSMUSG00000064259,1.7222376793053937e-08
ENSMUSG00000064263,2.3329520589783344e-08
ENSMUSG00000064264,6.80754082189997e-06
ENSMUSG00000064267,2.740537088027581e-07
ENSMUSG00000064272,6.419934699401627e-07
ENSMUSG00000064280,1.7931530142679938e-07
ENSMUSG00000064281,4.581576427310491e-05
ENSMUSG00000064284,1.7890704098272172e-05
ENSMUSG00000064288,4.0880908224854787e-07
ENSMUSG00000064289,0.00010192139562863283
ENSMUSG00000064299,1.8392767169381456e-08
ENSMUSG00000064302,4.176163844813071e-05
ENSMUSG00000064307,7.03998515878427e-06
ENSMUSG00000064308,2.242527410917112e-08
ENSMUSG00000064310,1.4485985577805394e-07
ENSMUSG00000064317,7.996646404468733e-05
ENSMUSG00000064325,1.2055446945232032e-06
ENSMUSG00000064326,0.0001816260298960932
ENSMUSG00000064329,2.9301304855854596e-07
ENSMUSG00000064330,2.561289171337767e-07
ENSMUSG00000064336,1.410192213682811e-07
ENSMUSG00000064337,0.001986904700345894
ENSMUSG00000064339,0.00309908344240511
ENSMUSG00000064340,2.0244940016224553e-06
ENSMUSG00000064341,0.003918534551687499
ENSMUSG00000064343,3.619146732082278e-05
ENSMUSG00000064344,1.1792316891329695e-05
ENSMUSG00000064345,0.0013212728583513965
ENSMUSG00000064347,1.607418537112954e-06
ENSMUSG00000064348,9.649523637399833e-05
ENSMUSG00000064349,8.718263368980842e-07
ENSMUSG00000064350,1.9131043515777676e-08
ENSMUSG00000064351,0.003734921147758661
ENSMUSG00000064352,1.7029881742824348e-07
ENSMUSG00000064354,0.00023163090591170243
ENSMUSG00000064355,2.437871229208409e-08
ENSMUSG00000064356,0.005133976609157841
ENSMUSG00000064357,0.0018146897221112109
ENSMUSG00000064360,0.0008523183371231053
ENSMUSG00000064361,1.773620916936246e-07
ENSMUSG00000064365,5.101280813005683e-07
ENSMUSG00000064367,0.0008630479943036762
ENSMUSG00000064368,0.00033300906229063944
ENSMUSG00000064369,6.073707515726008e-07
ENSMUSG00000064370,0.00421672206860432
ENSMUSG00000064371,1.791557266279422e-06
ENSMUSG00000064372,0.00021534916122275668
ENSMUSG00000064373,3.801822380504004e-05
ENSMUSG00000064398,1.4445575560306638e-07
ENSMUSG00000064412,1.44003075826172e-07
ENSMUSG00000064463,3.892207190128833e-08
ENSMUSG00000064476,1.0335971834726995e-07
ENSMUSG00000064489,2.8084567578990884e-07
ENSMUSG00000064525,2.065585179971648e-08
ENSMUSG00000064527,7.841014461669114e-09
ENSMUSG00000064567,1.1802328651373163e-08
ENSMUSG00000064577,1.7791786318653632e-08
ENSMUSG00000064596,2.490112789285274e-08
ENSMUSG00000064622,3.939618285412814e-08
ENSMUSG00000064626,6.485521637185366e-09
ENSMUSG00000064658,1.0645266663887394e-07
ENSMUSG00000064663,4.181023821442397e-08
ENSMUSG00000064664,3.424994755476781e-08
ENSMUSG00000064669,1.617163904946922e-08
ENSMUSG00000064682,1.0532468239166073e-07
ENSMUSG00000064686,1.6346932117304672e-08
ENSMUSG00000064689,2.3047387849394077e-08
ENSMUSG00000064692,3.7833082050786936e-08
ENSMUSG00000064694,6.409039997169877e-08
ENSMUSG00000064702,1.380084496821954e-06
ENSMUSG00000064718,5.096181663465449e-09
ENSMUSG00000064748,2.474422779035168e-07
ENSMUSG00000064755,9.492147516553309e-09
ENSMUSG00000064764,6.485521637185366e-09
ENSMUSG00000064798,1.534943765930714e-07
ENSMUSG00000064811,8.87470158884514e-08
ENSMUSG00000064845,7.001640848536136e-09
ENSMUSG00000064856,1.95607639147393e-07
ENSMUSG00000064857,1.605219042251195e-08
ENSMUSG00000064887,1.8186345386467534e-07
ENSMUSG00000064890,1.30629051200989e-07
ENSMUSG00000064899,7.439938843106014e-07
ENSMUSG00000064904,1.7157065349855038e-08
ENSMUSG00000064907,2.391932234362049e-05
ENSMUSG00000064916,9.056821465994168e-08
ENSMUSG00000064945,2.133698384487345e-07
ENSMUSG00000064999,6.197574685012457e-08
ENSMUSG00000065004,1.7222376793053937e-08
ENSMUSG00000065022,4.4714728899434885e-08
ENSMUSG00000065030,1.1539788880485615e-08
ENSMUSG00000065034,1.9507833671996955e-08
ENSMUSG00000065037,7.501464486761855e-06
ENSMUSG00000065047,1.612304582927148e-07
ENSMUSG00000065048,1.3014491564777675e-08
ENSMUSG00000065090,9.069449536562466e-08
ENSMUSG00000065126,2.1846551719533012e-05
ENSMUSG00000065127,2.4517622269978772e-08
ENSMUSG00000065130,7.473050684621119e-09
ENSMUSG00000065138,3.327193862266285e-07
ENSMUSG00000065145,4.999567215302722e-07
ENSMUSG00000065176,1.7017692418303264e-07
ENSMUSG00000065182,2.941510992195895e-08
ENSMUSG00000065195,4.884361223258072e-08
ENSMUSG00000065200,9.655013777134394e-08
ENSMUSG00000065220,4.133645248279923e-08
ENSMUSG00000065232,3.805936746834392e-07
ENSMUSG00000065251,1.9318743696452695e-06
ENSMUSG00000065255,2.500929624750939e-07
ENSMUSG00000065270,3.5785378417101564e-07
ENSMUSG00000065296,9.673485990615751e-09
ENSMUSG00000065309,9.207694634689228e-09
ENSMUSG00000065341,1.932847927014331e-07
ENSMUSG00000065348,8.31990832925325e-09
ENSMUSG00000065368,8.775338270745988e-08
ENSMUSG00000065374,4.989838864036287e-08
ENSMUSG00000065380,3.022679909735802e-08
ENSMUSG00000065387,2.3335305314674823e-08
ENSMUSG00000065405,3.6586637239302606e-08
ENSMUSG00000065408,7.75502863879941e-07
ENSMUSG00000065421,1.1835271122723351e-07
ENSMUSG00000065422,2.114272177637347e-05
ENSMUSG00000065423,3.102445030723824e-08
ENSMUSG00000065444,4.512567792362352e-09
ENSMUSG00000065445,5.539398441932538e-07
ENSMUSG00000065454,1.6078094262200852e-08
ENSMUSG00000065471,1.8726178935174846e-07
ENSMUSG00000065477,7.142621781079905e-08
ENSMUSG00000065484,3.6216719701078006e-08
ENSMUSG00000065492,1.714274524907764e-07
ENSMUSG00000065493,9.809699291899554e-06
ENSMUSG00000065503,2.3553852797242745e-07
ENSMUSG00000065519,5.644756396317605e-08
ENSMUSG00000065521,1.0710580281910447e-06
ENSMUSG00000065526,3.660146134628557e-08
ENSMUSG00000065528,6.388398392095908e-08
ENSMUSG00000065541,2.615120763519127e-05
ENSMUSG00000065546,9.290659171939483e-08
ENSMUSG00000065547,9.747906517851306e-07
ENSMUSG00000065551,5.838260474878502e-09
ENSMUSG00000065564,5.954056416962829e-07
ENSMUSG00000065587,1.397043111057872e-07
ENSMUSG00000065591,9.53338188162161e-08
ENSMUSG00000065592,7.308540655550408e-07
ENSMUSG00000065604,1.955463218886471e-06
ENSMUSG00000065608,8.457552604527018e-07
ENSMUSG00000065610,2.1605203535492792e-08
ENSMUSG00000065611,1.1501197217124316e-08
ENSMUSG00000065617,7.001640848536136e-09
ENSMUSG00000065623,3.8573504810784344e-08
ENSMUSG00000065627,7.253446026443796e-08
ENSMUSG00000065635,4.4740695366304826e-08
ENSMUSG00000065651,1.745133862194405e-08
ENSMUSG00000065659,4.144638304871955e-08
ENSMUSG00000065675,2.2335464915779364e-07
ENSMUSG00000065683,7.544237739611604e-08
ENSMUSG00000065701,7.495905896054291e-07
ENSMUSG00000065716,1.0310192635112306e-07
ENSMUSG00000065721,1.9710053971916616e-08
ENSMUSG00000065743,1.5513749568630498e-08
ENSMUSG00000065773,2.4405990967668958e-08
ENSMUSG00000065789,1.1550505671116623e-07
ENSMUSG00000065819,1.5396717382841152e-07
ENSMUSG00000065820,5.438660355322116e-07
ENSMUSG00000065828,1.5445077618765734e-07
ENSMUSG00000065836,4.6333313343905434e-08
